id_odsp, team1, team2, team1_won, team2_won, location, team1_goals, team2_goals
8hdm0hL1/,Genoa,Sampdoria,0,1,3,1,2
8hQEHtaJ/,Barcelona,Villarreal,1,0,3,2,2
8hQEHtaJ/,Villarreal,Barcelona,0,1,3,2,2
8Iye3bh4/,SC Freiburg,Werder Bremen,1,0,3,1,1
8Iye3bh4/,Werder Bremen,SC Freiburg,0,1,3,1,1
8M5h1ogJ/,Levante,Barcelona,1,1,3,1,1
8M5h1ogJ/,Barcelona,Levante,1,1,3,1,1
8nE55KiQ/,Werder Bremen,FC Cologne,1,0,3,1,2
8nE55KiQ/,FC Cologne,Werder Bremen,0,1,3,2,1
8neoVpi5/,Real Sociedad,Getafe,0,1,3,1,2
8neoVpi5/,Getafe,Real Sociedad,1,0,3,2,1
8nFl4BgR/,Schalke 04,Werder Bremen,1,0,3,2,1
8nFl4BgR/,Werder Bremen,Schalke 04,0,1,3,1,2
8nUoJhP0/,Paris Saint-Germain,Evian Thonon Gaillard,1,1,3,1,1
8nUoJhP0/,Evian Thonon Gaillard,Paris Saint-Germain,1,1,3,1,1
8OXDTAfC/,Internazionale,Catania,1,1,9,1,1
8OXDTAfC/,Catania,Internazionale,1,1,9,1,1
8pN7fM7L/,Real Sociedad,Real Madrid,0,1,15,1,1
8pN7fM7L/,Real Madrid,Real Sociedad,1,0,15,1,1
8QVuGSAo/,Lille,Bastia,1,0,15,1,1
8QVuGSAo/,Bastia,Lille,0,1,15,1,1
8Qw3rrCk/,AC Milan,Siena,1,0,3,1,1
8Qw3rrCk/,Siena,AC Milan,0,1,3,1,1
8rab2hb6/,Tottenham,Sunderland,1,1,9,1,1
8rab2hb6/,Sunderland,Tottenham,1,1,9,1,1
8rmjeqjk/,Toulouse,Stade Rennes,1,0,3,2,1
8rmjeqjk/,Stade Rennes,Toulouse,0,1,3,1,2
8ruD2zYe/,Osasuna,Real Betis,1,0,3,1,1
8ruD2zYe/,Real Betis,Osasuna,0,1,3,1,1
8S4eVbGk/,Bordeaux,AS Nancy Lorraine,1,0,13,1,1
8S4eVbGk/,AS Nancy Lorraine,Bordeaux,0,1,13,1,1
8SIHfyER/,Sevilla,Deportivo La Coruna,1,0,14,1,1
8SIHfyER/,Deportivo La Coruna,Sevilla,0,1,3,1,2
8SIHfyER/,Deportivo La Coruna,Sevilla,0,1,14,1,1
8SIHfyER/,Sevilla,Deportivo La Coruna,1,0,3,2,1
8SjS9GWM/,Lorient,Lille,0,1,3,1,2
8SjS9GWM/,Lille,Lorient,1,0,3,2,1
8SOg12ad/,Lille,St Etienne,1,1,3,1,1
8SOg12ad/,St Etienne,Lille,1,1,3,1,1
8StOzI85/,Stade Rennes,Caen,0,1,3,1,2
8StOzI85/,Caen,Stade Rennes,1,0,3,2,1
8tH6vNyU/,Mainz,Nurnberg,1,1,13,1,1
8tH6vNyU/,Nurnberg,Mainz,1,1,13,1,1
8ts9q5g3/,Valencia,Real Zaragoza,0,1,3,1,1
8ts9q5g3/,Real Zaragoza,Valencia,1,0,3,1,1
8UIO9DUM/,Racing Santander,Villarreal,1,1,3,1,1
8UIO9DUM/,Villarreal,Racing Santander,1,1,3,1,1
8UZnLEEO/,Catania,Siena,1,0,3,2,1
8UZnLEEO/,Siena,Catania,0,1,3,1,2
8va742og/,Stade de Reims,Lyon,0,1,3,1,2
8va742og/,Lyon,Stade de Reims,1,0,3,2,1
8vy4MeR4/,Celta Vigo,Deportivo La Coruna,1,0,3,1,1
8vy4MeR4/,Deportivo La Coruna,Celta Vigo,0,1,3,1,1
8WOpDlvJ/,Borussia Monchengladbach,Bayern Munich,0,1,3,2,1
8WOpDlvJ/,Bayern Munich,Borussia Monchengladbach,1,0,3,1,2
8xd9uqIA/,Malaga,Rayo Vallecano,0,1,13,1,1
8xd9uqIA/,Rayo Vallecano,Malaga,1,0,13,1,1
8xK624lG/,Paris Saint-Germain,AC Ajaccio,1,0,13,1,1
8xK624lG/,AC Ajaccio,Paris Saint-Germain,0,1,13,1,1
8YRhrBfQ/,Hannover 96,Borussia Dortmund,0,1,3,1,2
8YRhrBfQ/,Borussia Dortmund,Hannover 96,1,0,3,2,1
8YVNBNqK/,AC Ajaccio,Nantes,1,1,13,1,1
8YVNBNqK/,Nantes,AC Ajaccio,1,1,13,1,1
8z9u5rCp/,Osasuna,Sevilla,0,1,11,1,1
8z9u5rCp/,Sevilla,Osasuna,1,0,11,1,1
8zTO48Qe/,SC Freiburg,FC Augsburg,0,1,3,1,1
8zTO48Qe/,FC Augsburg,SC Freiburg,1,0,3,1,1
A10lo9tb/,Tottenham,Chelsea,1,0,3,2,1
A10lo9tb/,Chelsea,Tottenham,0,1,3,1,2
A18ICGpK/,TSG Hoffenheim,TSV Eintracht Braunschweig,1,0,15,1,1
A18ICGpK/,TSV Eintracht Braunschweig,TSG Hoffenheim,0,1,15,1,1
A5Iu0eoN/,Catania,Atalanta,1,0,3,1,1
A5Iu0eoN/,Atalanta,Catania,0,1,3,1,1
A5SeExvn/,AS Roma,Lazio,1,1,3,1,1
A5SeExvn/,Lazio,AS Roma,1,1,3,1,1
A7sQmG3r/,Getafe,Celta Vigo,0,1,3,1,2
A7sQmG3r/,Celta Vigo,Getafe,1,0,3,2,1
A98iHgLL/,Torino,Catania,1,0,3,2,1
A98iHgLL/,Catania,Torino,0,1,3,1,2
AaOj3sX9/,Espanyol,Atletico Madrid,1,0,15,1,1
AaOj3sX9/,Espanyol,Atletico Madrid,1,0,3,2,1
AaOj3sX9/,Atletico Madrid,Espanyol,0,1,15,1,1
AaOj3sX9/,Atletico Madrid,Espanyol,0,1,3,1,2
ABLki02h/,AS Roma,Catania,0,1,3,1,3
ABLki02h/,Catania,AS Roma,1,0,3,3,1
AcBjeS4n/,Udinese,Parma,1,0,3,3,1
AcBjeS4n/,Parma,Udinese,0,1,3,1,3
ADnHr66q/,Lens,St Etienne,1,1,3,1,1
ADnHr66q/,Lens,St Etienne,1,1,15,1,1
ADnHr66q/,St Etienne,Lens,1,1,3,1,1
ADnHr66q/,St Etienne,Lens,1,1,15,1,1
Ae5j4dVi/,Real Madrid,Mallorca,1,0,13,2,1
Ae5j4dVi/,Mallorca,Real Madrid,0,1,3,1,1
Ae5j4dVi/,Mallorca,Real Madrid,0,1,13,1,2
Ae5j4dVi/,Real Madrid,Mallorca,1,0,3,1,1
Ae6eqyx9/,Napoli,Palermo,1,0,3,1,1
Ae6eqyx9/,Palermo,Napoli,0,1,3,1,1
AeEWz14S/,Lorient,AJ Auxerre,1,1,10,1,1
AeEWz14S/,AJ Auxerre,Lorient,1,1,10,1,1
AeoPGsaq/,Lyon,Nice,1,0,3,1,1
AeoPGsaq/,Nice,Lyon,0,1,3,1,1
AeTI2f6S/,Internazionale,Bologna,1,1,3,1,1
AeTI2f6S/,Bologna,Internazionale,1,1,3,1,1
AFPxo8r2/,Paris Saint-Germain,AC Ajaccio,1,1,15,1,1
AFPxo8r2/,AC Ajaccio,Paris Saint-Germain,1,1,15,1,1
AgIRBlKp/,Real Betis,Celta Vigo,0,1,3,1,1
AgIRBlKp/,Celta Vigo,Real Betis,1,0,3,1,1
AHEpOQ1c/,TSG Hoffenheim,Eintracht Frankfurt,1,0,3,1,1
AHEpOQ1c/,Eintracht Frankfurt,TSG Hoffenheim,0,1,3,1,1
AHIkXgKm/,AS Roma,Genoa,1,0,14,1,1
AHIkXgKm/,Genoa,AS Roma,0,1,14,1,1
AiBQOjGh/,US Pescara,Bologna,0,1,14,2,1
AiBQOjGh/,Bologna,US Pescara,1,0,14,1,2
Ait1vcn4/,Palermo,Internazionale,1,0,3,2,2
Ait1vcn4/,Internazionale,Palermo,0,1,3,2,2
AJBS7bu1/,Parma,Chievo Verona,1,1,3,1,1
AJBS7bu1/,Chievo Verona,Parma,1,1,3,1,1
AJNBJXB2/,Atalanta,Juventus,0,1,3,1,1
AJNBJXB2/,Juventus,Atalanta,1,0,3,1,1
AJNRFKok/,Stoke City,Newcastle,1,1,3,1,1
AJNRFKok/,Newcastle,Stoke City,1,1,3,1,1
AJYrgIcR/,Real Madrid,Osasuna,1,0,3,6,1
AJYrgIcR/,Osasuna,Real Madrid,0,1,3,1,6
AkmtCT8U/,Mallorca,Atletico Madrid,1,1,14,1,1
AkmtCT8U/,Atletico Madrid,Mallorca,1,1,14,1,1
AkORR0dE/,Atletico Madrid,Deportivo La Coruna,1,0,3,2,1
AkORR0dE/,Deportivo La Coruna,Atletico Madrid,0,1,3,1,2
AL64z3Jg/,Eintracht Frankfurt,VfB Stuttgart,0,1,3,1,1
AL64z3Jg/,VfB Stuttgart,Eintracht Frankfurt,1,0,3,1,1
ALWiBzx9/,Montpellier,Stade de Reims,0,1,3,1,2
ALWiBzx9/,Stade de Reims,Montpellier,1,0,3,2,1
AmIzq9hC/,Evian Thonon Gaillard,Caen,0,1,3,2,1
AmIzq9hC/,Caen,Evian Thonon Gaillard,1,0,3,1,2
ANDwXILm/,Burnley,Tottenham,0,1,15,1,1
ANDwXILm/,Tottenham,Burnley,1,0,15,1,1
AoAxFtZP/,VfL Wolfsburg,Werder Bremen,1,1,3,1,1
AoAxFtZP/,Werder Bremen,VfL Wolfsburg,1,1,3,1,1
APGImmp6/,Manchester City,QPR,1,1,3,2,1
APGImmp6/,QPR,Manchester City,1,1,3,1,2
APyAMsnj/,Barcelona,Granada,1,0,3,4,1
APyAMsnj/,Granada,Barcelona,0,1,3,1,4
Aq7Ilrmj/,Newcastle,Southampton,0,1,3,1,2
Aq7Ilrmj/,Southampton,Newcastle,1,0,3,2,1
AqTumcMe/,Marseille,Bastia,1,1,14,1,1
AqTumcMe/,Bastia,Marseille,1,1,14,1,1
AqyAOqum/,Hertha Berlin,Borussia Monchengladbach,0,1,3,1,2
AqyAOqum/,Borussia Monchengladbach,Hertha Berlin,1,0,3,2,1
ARzGliCa/,Real Sociedad,Real Betis,1,0,3,2,2
ARzGliCa/,Real Betis,Real Sociedad,0,1,3,2,2
As8mGs7k/,Real Madrid,Malaga,0,1,3,1,1
As8mGs7k/,Malaga,Real Madrid,1,0,3,1,1
As9zE0rc/,Montpellier,Dijon FCO,1,0,3,1,2
As9zE0rc/,Dijon FCO,Montpellier,0,1,3,2,1
AsrKcpsD/,AS Roma,Bologna,0,1,3,1,2
AsrKcpsD/,Bologna,AS Roma,1,0,3,2,1
ATj6883r/,Arsenal,Leicester City,1,1,3,1,1
ATj6883r/,Leicester City,Arsenal,1,1,3,1,1
AuIlaIUg/,SC Freiburg,Nurnberg,1,0,3,1,1
AuIlaIUg/,Nurnberg,SC Freiburg,0,1,3,1,1
AVqSTW4R/,Napoli,Lazio,1,0,11,1,1
AVqSTW4R/,Lazio,Napoli,0,1,11,1,1
Aw5DflLH/,SC Freiburg,FC Augsburg,1,1,3,1,2
Aw5DflLH/,FC Augsburg,SC Freiburg,1,1,3,2,1
AwC2t9qo/,Swansea,Liverpool,0,1,15,1,1
AwC2t9qo/,Swansea,Liverpool,0,1,3,1,1
AwC2t9qo/,Liverpool,Swansea,1,0,15,1,1
AwC2t9qo/,Liverpool,Swansea,1,0,3,1,1
AZFP6dRO/,Tottenham,Newcastle,1,0,3,1,1
AZFP6dRO/,Newcastle,Tottenham,0,1,3,1,1
AZLYuOGM/,Cesena,Atalanta,0,1,3,1,1
AZLYuOGM/,Atalanta,Cesena,1,0,3,1,1
b5iVOg68/,Valenciennes,Brest,0,1,3,1,1
b5iVOg68/,Brest,Valenciennes,1,0,3,1,1
b7jJmz6K/,Bologna,Atalanta,1,1,3,1,1
b7jJmz6K/,Atalanta,Bologna,1,1,3,1,1
b7Kcp2Em/,Real Sociedad,Real Madrid,1,0,3,2,2
b7Kcp2Em/,Real Madrid,Real Sociedad,0,1,3,2,2
b7nbmDRE/,Sochaux,Toulouse,0,1,3,1,1
b7nbmDRE/,Toulouse,Sochaux,1,0,3,1,1
b9FKwg7c/,Fiorentina,AS Roma,1,1,3,1,1
b9FKwg7c/,AS Roma,Fiorentina,1,1,3,1,1
baGwM68H/,Nice,Troyes,1,1,3,1,1
baGwM68H/,Troyes,Nice,1,1,3,1,1
bahc2j64/,Fulham,Cardiff,0,1,13,1,1
bahc2j64/,Cardiff,Fulham,1,0,13,1,1
bBByVmEG/,Getafe,Real Madrid,0,1,3,2,1
bBByVmEG/,Real Madrid,Getafe,1,0,3,1,2
bBCvovO3/,Stade Rennes,Bastia,1,0,3,1,1
bBCvovO3/,Bastia,Stade Rennes,0,1,3,1,1
bDqUm4zR/,Hannover 96,VfB Stuttgart,1,0,14,2,1
bDqUm4zR/,VfB Stuttgart,Hannover 96,0,1,14,1,2
bF9XAJbF/,AS Roma,AC Milan,0,1,13,1,1
bF9XAJbF/,AC Milan,AS Roma,1,0,13,1,1
bFP59NLc/,Bayer Leverkusen,Borussia Monchengladbach,1,1,15,1,1
bFP59NLc/,Borussia Monchengladbach,Bayer Leverkusen,1,1,15,1,1
bH9ig62N/,TSG Hoffenheim,Werder Bremen,1,1,14,2,1
bH9ig62N/,Werder Bremen,TSG Hoffenheim,1,1,13,2,1
bH9ig62N/,Werder Bremen,TSG Hoffenheim,1,1,14,1,2
bH9ig62N/,TSG Hoffenheim,Werder Bremen,1,1,13,1,2
bHbEI0Hh/,Sochaux,Caen,0,1,3,1,2
bHbEI0Hh/,Caen,Sochaux,1,0,3,2,1
biQ0Kr1M/,Hannover 96,Nurnberg,1,1,3,2,1
biQ0Kr1M/,Nurnberg,Hannover 96,1,1,3,1,2
bisssQil/,AC Ajaccio,Dijon FCO,1,0,3,2,1
bisssQil/,Dijon FCO,AC Ajaccio,0,1,3,1,2
bNYfewHS/,St Etienne,Sochaux,1,0,11,1,1
bNYfewHS/,Sochaux,St Etienne,0,1,11,1,1
bNYjo5FL/,Hannover 96,Fortuna Dusseldorf,0,1,3,1,1
bNYjo5FL/,Fortuna Dusseldorf,Hannover 96,1,0,3,1,1
bodniVYg/,Napoli,Atalanta,1,1,3,1,1
bodniVYg/,Atalanta,Napoli,1,1,3,1,1
boZ4apqI/,Tottenham,Hull,1,0,15,1,1
boZ4apqI/,Hull,Tottenham,0,1,15,1,1
bPL9Eeqs/,Getafe,Granada,1,1,13,1,1
bPL9Eeqs/,Granada,Getafe,1,1,13,1,1
bPPgBpyf/,Barcelona,Espanyol,1,0,3,4,1
bPPgBpyf/,Espanyol,Barcelona,0,1,3,1,4
bq1DeYpJ/,Marseille,AS Nancy Lorraine,1,0,3,3,1
bq1DeYpJ/,AS Nancy Lorraine,Marseille,0,1,3,1,3
bqMGjvk2/,Liverpool,Norwich City,1,0,3,2,2
bqMGjvk2/,Norwich City,Liverpool,0,1,3,2,2
bRgKW9q4/,Athletic Bilbao,Espanyol,0,1,13,1,2
bRgKW9q4/,Espanyol,Athletic Bilbao,1,0,13,2,1
bRNiYAT7/,Genoa,Udinese,1,0,3,2,1
bRNiYAT7/,Udinese,Genoa,0,1,3,1,2
bsmXudto/,Malaga,Almeria,0,1,3,1,1
bsmXudto/,Almeria,Malaga,1,0,3,1,1
bu4My288/,Leicester City,Arsenal,0,1,3,1,2
bu4My288/,Arsenal,Leicester City,1,0,3,2,1
buh1qz6r/,Stade Rennes,AC Ajaccio,1,0,3,1,1
buh1qz6r/,AC Ajaccio,Stade Rennes,0,1,3,1,1
bV2vrNLI/,Mallorca,Malaga,1,1,3,1,1
bV2vrNLI/,Malaga,Mallorca,1,1,3,1,1
bVOiFIOu/,Napoli,Juventus,0,1,3,1,1
bVOiFIOu/,Juventus,Napoli,1,0,3,1,1
bw0Yaqcc/,Schalke 04,FC Cologne,1,0,3,3,1
bw0Yaqcc/,FC Cologne,Schalke 04,0,1,3,1,3
bwD8bhaT/,Atletico Madrid,Valencia,1,1,3,1,1
bwD8bhaT/,Valencia,Atletico Madrid,1,1,3,1,1
bwP2HXMg/,Newcastle,Crystal Palace,1,1,3,1,1
bwP2HXMg/,Crystal Palace,Newcastle,1,1,3,1,1
bwyjlqHg/,Hellas Verona,Udinese,1,0,3,2,1
bwyjlqHg/,Udinese,Hellas Verona,0,1,3,1,2
byhY0d5s/,Toulouse,Nice,0,1,3,2,2
byhY0d5s/,Nice,Toulouse,1,0,3,2,2
bZhIXwD3/,Mallorca,Levante,1,1,3,1,1
bZhIXwD3/,Levante,Mallorca,1,1,3,1,1
bZSB4mT2/,Lyon,Lorient,1,1,3,1,1
bZSB4mT2/,Lorient,Lyon,1,1,3,1,1
bZxfy1ds/,Celta Vigo,Real Zaragoza,1,0,3,1,1
bZxfy1ds/,Real Zaragoza,Celta Vigo,0,1,3,1,1
C0cJBx2A/,Valenciennes,AS Monaco,0,1,3,1,1
C0cJBx2A/,AS Monaco,Valenciennes,1,0,3,1,1
C0e7mfHu/,Napoli,Hellas Verona,1,0,11,1,1
C0e7mfHu/,Hellas Verona,Napoli,0,1,11,1,1
C0ijOWvE/,Mallorca,Real Valladolid,1,0,3,1,1
C0ijOWvE/,Real Valladolid,Mallorca,0,1,3,1,1
C0n2lMHR/,Hamburg SV,Borussia Dortmund,0,1,3,1,3
C0n2lMHR/,Borussia Dortmund,Hamburg SV,1,0,3,3,1
C2AZj0OM/,Toulouse,Caen,1,1,3,1,1
C2AZj0OM/,Caen,Toulouse,1,1,3,1,1
C2bRqvuq/,Barcelona,Real Betis,1,0,3,1,1
C2bRqvuq/,Real Betis,Barcelona,0,1,3,1,1
C2F4CH2R/,Valenciennes,Bordeaux,0,1,3,1,2
C2F4CH2R/,Bordeaux,Valenciennes,1,0,3,2,1
C2lHaBiI/,Marseille,Lyon,1,0,3,2,1
C2lHaBiI/,Lyon,Marseille,0,1,3,1,2
C4wa435Q/,West Brom,QPR,0,1,3,1,1
C4wa435Q/,QPR,West Brom,1,0,3,1,1
C4yaX67B/,Rayo Vallecano,Real Betis,1,0,3,1,1
C4yaX67B/,Real Betis,Rayo Vallecano,0,1,3,1,1
C66F7WPg/,Manchester City,Everton,1,0,3,1,1
C66F7WPg/,Everton,Manchester City,0,1,3,1,1
C6RBeBFr/,AJ Auxerre,Bordeaux,0,1,12,2,1
C6RBeBFr/,Bordeaux,AJ Auxerre,1,0,12,1,2
C6Yqwaq9/,Bastia,Marseille,0,1,3,1,1
C6Yqwaq9/,Marseille,Bastia,1,0,3,1,1
C819p1Ks/,Hellas Verona,Torino,0,1,3,1,1
C819p1Ks/,Torino,Hellas Verona,1,0,3,1,1
CA7bSQxe/,Caen,Evian Thonon Gaillard,1,1,3,1,1
CA7bSQxe/,Evian Thonon Gaillard,Caen,1,1,3,1,1
CAdROUah/,Stoke City,Aston Villa,1,0,3,3,1
CAdROUah/,Aston Villa,Stoke City,0,1,3,1,3
CAJEyKj1/,Barcelona,Valencia,1,0,3,3,1
CAJEyKj1/,Valencia,Barcelona,0,1,3,1,3
CAtVRPmB/,Real Sociedad,Real Valladolid,1,1,3,1,1
CAtVRPmB/,Real Sociedad,Real Valladolid,1,1,15,1,1
CAtVRPmB/,Real Valladolid,Real Sociedad,1,1,15,1,1
CAtVRPmB/,Real Valladolid,Real Sociedad,1,1,3,1,1
CfbIDQgj/,VfB Stuttgart,Schalke 04,1,0,3,2,1
CfbIDQgj/,Schalke 04,VfB Stuttgart,0,1,3,1,2
CfKqTFGc/,Manchester City,West Ham,1,0,3,3,1
CfKqTFGc/,West Ham,Manchester City,0,1,3,1,3
CfMzW15l/,Atalanta,Fiorentina,0,1,13,1,1
CfMzW15l/,Fiorentina,Atalanta,1,0,13,1,1
ChPTUock/,AC Milan,Napoli,0,1,15,1,1
ChPTUock/,Napoli,AC Milan,1,0,15,1,1
Cj2oLfrM/,Marseille,AC Ajaccio,1,0,3,2,1
Cj2oLfrM/,AC Ajaccio,Marseille,0,1,3,1,2
ClV0x19T/,Evian Thonon Gaillard,Bordeaux,0,1,3,1,1
ClV0x19T/,Bordeaux,Evian Thonon Gaillard,1,0,3,1,1
Cn6j6ioO/,Bastia,AS Monaco,0,1,3,1,3
Cn6j6ioO/,AS Monaco,Bastia,1,0,3,3,1
CnAbVgOJ/,Nice,Montpellier,0,1,3,1,2
CnAbVgOJ/,Montpellier,Nice,1,0,3,2,1
CpmC2B4g/,Parma,Chievo Verona,1,0,3,2,1
CpmC2B4g/,Chievo Verona,Parma,0,1,3,1,2
CQ2v2Ejk/,Napoli,AC Milan,1,1,15,1,1
CQ2v2Ejk/,AC Milan,Napoli,1,1,15,1,1
CQz6vq33/,Valencia,Getafe,0,1,3,1,2
CQz6vq33/,Getafe,Valencia,1,0,3,2,1
CS8CHW8S/,Hamburg SV,Borussia Monchengladbach,1,1,3,1,1
CS8CHW8S/,Borussia Monchengladbach,Hamburg SV,1,1,3,1,1
CSb1bz10/,Montpellier,Evian Thonon Gaillard,0,1,3,1,3
CSb1bz10/,Evian Thonon Gaillard,Montpellier,1,0,3,3,1
CSIVz9Rt/,Bayer Leverkusen,Nurnberg,1,0,3,3,1
CSIVz9Rt/,Nurnberg,Bayer Leverkusen,0,1,3,1,3
CtaTBUac/,Fiorentina,Sampdoria,0,1,3,1,1
CtaTBUac/,Sampdoria,Fiorentina,1,0,3,1,1
CU81XvOH/,Werder Bremen,Hannover 96,1,1,13,1,2
CU81XvOH/,Hannover 96,Werder Bremen,1,1,13,2,1
CUERv3hk/,Bayer Leverkusen,Eintracht Frankfurt,1,0,3,2,1
CUERv3hk/,Eintracht Frankfurt,Bayer Leverkusen,0,1,3,1,2
CUEw9dKd/,Internazionale,Napoli,1,1,3,1,1
CUEw9dKd/,Napoli,Internazionale,1,1,3,1,1
CUik6qJ4/,AS Roma,Udinese,1,0,3,2,1
CUik6qJ4/,Udinese,AS Roma,0,1,3,1,2
CURQMbyJ/,Hannover 96,FC Cologne,1,0,13,1,1
CURQMbyJ/,FC Cologne,Hannover 96,0,1,13,1,1
CUupIe4g/,Levante,Real Betis,1,0,3,2,1
CUupIe4g/,Real Betis,Levante,0,1,3,1,2
CWFpg8oH/,Athletic Bilbao,Espanyol,1,1,3,2,2
CWFpg8oH/,Espanyol,Athletic Bilbao,1,1,3,2,2
CWFVMUW3/,Hannover 96,Mainz,0,1,3,1,1
CWFVMUW3/,Mainz,Hannover 96,1,0,3,1,1
CWl2Yhem/,Atalanta,AS Roma,1,0,3,3,1
CWl2Yhem/,AS Roma,Atalanta,0,1,3,1,3
Cxgh63Gt/,Villarreal,Valencia,1,0,13,2,1
Cxgh63Gt/,Valencia,Villarreal,0,1,13,1,2
CxkjMDkg/,Hertha Berlin,Bayer Leverkusen,0,1,3,1,1
CxkjMDkg/,Bayer Leverkusen,Hertha Berlin,1,0,3,1,1
CxXF37r9/,Marseille,Stade de Reims,1,1,3,1,2
CxXF37r9/,Stade de Reims,Marseille,1,1,3,2,1
CxXpr1Pc/,Malaga,Atletico Madrid,1,1,3,1,1
CxXpr1Pc/,Atletico Madrid,Malaga,1,1,3,1,1
CY0tVFpc/,Sassuolo,AC Milan,1,0,9,1,1
CY0tVFpc/,AC Milan,Sassuolo,0,1,9,1,1
CY0tVFpc/,Sassuolo,AC Milan,1,0,3,2,1
CY0tVFpc/,AC Milan,Sassuolo,0,1,3,1,2
CYI4orc4/,Getafe,Barcelona,0,1,3,1,1
CYI4orc4/,Barcelona,Getafe,1,0,3,1,1
CYSrTESm/,Rayo Vallecano,Espanyol,0,1,3,1,1
CYSrTESm/,Espanyol,Rayo Vallecano,1,0,3,1,1
CYvz1Ndi/,Real Madrid,Valencia,1,0,3,1,1
CYvz1Ndi/,Valencia,Real Madrid,0,1,3,1,1
CzUnBt72/,Celta Vigo,Getafe,1,0,3,2,1
CzUnBt72/,Getafe,Celta Vigo,0,1,3,1,2
d0Pee3G9/,Parma,Lazio,0,1,3,1,1
d0Pee3G9/,Lazio,Parma,1,0,3,1,1
d0pqCAWk/,Mainz,Borussia Dortmund,0,1,3,1,2
d0pqCAWk/,Borussia Dortmund,Mainz,1,0,3,2,1
d0qSEcZ1/,Juventus,Siena,1,0,3,1,1
d0qSEcZ1/,Siena,Juventus,0,1,3,1,1
d28B5AHA/,Eintracht Frankfurt,VfB Stuttgart,0,1,13,2,1
d28B5AHA/,Eintracht Frankfurt,VfB Stuttgart,0,1,3,1,2
d28B5AHA/,VfB Stuttgart,Eintracht Frankfurt,1,0,13,1,2
d28B5AHA/,VfB Stuttgart,Eintracht Frankfurt,1,0,3,2,1
d2v4s2Df/,Mainz,Nurnberg,1,0,3,1,1
d2v4s2Df/,Nurnberg,Mainz,0,1,3,1,1
d2vBFzoA/,Sampdoria,Udinese,1,1,3,2,1
d2vBFzoA/,Udinese,Sampdoria,1,1,3,1,2
d4gbySkH/,Evian Thonon Gaillard,Stade de Reims,1,1,3,1,1
d4gbySkH/,Stade de Reims,Evian Thonon Gaillard,1,1,3,1,1
d6GmMtSM/,Sochaux,Guingamp,0,1,15,1,1
d6GmMtSM/,Guingamp,Sochaux,1,0,15,1,1
d8ZJkRdO/,VfB Stuttgart,FC Augsburg,0,1,3,1,2
d8ZJkRdO/,FC Augsburg,VfB Stuttgart,1,0,3,2,1
dAIU82yn/,Valencia,Real Betis,0,1,3,1,1
dAIU82yn/,Real Betis,Valencia,1,0,3,1,1
dAp5NvX5/,Real Betis,Real Sociedad,1,1,3,2,2
dAp5NvX5/,Real Sociedad,Real Betis,1,1,3,2,2
dAvTFIxG/,Getafe,Almeria,1,1,3,1,1
dAvTFIxG/,Almeria,Getafe,1,1,3,1,1
dbUQcJF1/,FC Cologne,TSG Hoffenheim,1,0,3,1,1
dbUQcJF1/,TSG Hoffenheim,FC Cologne,0,1,15,1,2
dbUQcJF1/,TSG Hoffenheim,FC Cologne,0,1,3,1,1
dbUQcJF1/,FC Cologne,TSG Hoffenheim,1,0,15,2,1
dC97AnG0/,Hannover 96,Hamburg SV,0,1,15,1,1
dC97AnG0/,Hamburg SV,Hannover 96,1,0,15,1,1
dCc29HFC/,US Pescara,Napoli,0,1,3,1,2
dCc29HFC/,Napoli,US Pescara,1,0,3,2,1
dCEXFB95/,Real Betis,Real Madrid,0,1,3,1,2
dCEXFB95/,Real Madrid,Real Betis,1,0,3,2,1
dCQx4aOG/,Catania,Atalanta,1,1,3,1,1
dCQx4aOG/,Atalanta,Catania,1,1,3,1,1
dCVVTf6e/,Brest,Sochaux,1,0,3,2,1
dCVVTf6e/,Sochaux,Brest,0,1,3,1,2
dEbNSKje/,Real Sociedad,Real Madrid,0,1,3,1,3
dEbNSKje/,Real Madrid,Real Sociedad,1,0,3,3,1
dEBYxdpD/,Internazionale,Lecce,1,0,3,3,1
dEBYxdpD/,Lecce,Internazionale,0,1,3,1,3
dGX2wLrK/,QPR,West Brom,1,0,3,1,1
dGX2wLrK/,QPR,West Brom,1,0,13,1,1
dGX2wLrK/,West Brom,QPR,0,1,3,1,1
dGX2wLrK/,West Brom,QPR,0,1,13,1,1
dhPXDrbU/,Catania,Lazio,1,0,3,3,1
dhPXDrbU/,Lazio,Catania,0,1,3,1,3
dhRDQzPu/,Real Betis,Barcelona,0,1,3,1,1
dhRDQzPu/,Barcelona,Real Betis,1,0,3,1,1
dhuxr5uh/,Lyon,AS Monaco,1,0,3,2,1
dhuxr5uh/,AS Monaco,Lyon,0,1,3,1,2
dK6awlpf/,AS Roma,Catania,1,1,3,1,1
dK6awlpf/,Catania,AS Roma,1,1,3,1,1
dKoLr129/,QPR,Liverpool,0,1,3,1,1
dKoLr129/,Liverpool,QPR,1,0,3,1,1
dlaVS2b1/,TSG Hoffenheim,Schalke 04,1,0,3,2,1
dlaVS2b1/,Schalke 04,TSG Hoffenheim,0,1,3,1,2
dlojitw9/,Bastia,Montpellier,1,0,3,2,1
dlojitw9/,Montpellier,Bastia,0,1,3,1,2
dnYyNzWA/,Mainz,Bayer Leverkusen,1,1,15,1,1
dnYyNzWA/,Bayer Leverkusen,Mainz,1,1,15,1,1
