id_odsp, team1, team2, team1_won, team2_won, location, team1_goals, team2_goals
dp1nKAJm/,Toulouse,Montpellier,1,1,3,1,1
dp1nKAJm/,Montpellier,Toulouse,1,1,3,1,1
dpBS9KNF/,Chievo Verona,Udinese,0,1,3,1,1
dpBS9KNF/,Udinese,Chievo Verona,1,0,3,1,1
dpD7CxMD/,Manchester City,Arsenal,1,1,3,2,1
dpD7CxMD/,Arsenal,Manchester City,1,1,3,1,2
drMrPBpH/,Genoa,US Pescara,1,0,3,1,1
drMrPBpH/,US Pescara,Genoa,0,1,3,1,1
dSI9h5Kt/,Genoa,Palermo,0,1,3,1,4
dSI9h5Kt/,Genoa,Palermo,0,1,13,1,1
dSI9h5Kt/,Palermo,Genoa,1,0,3,4,1
dSI9h5Kt/,Palermo,Genoa,1,0,13,1,1
dSTOrpoi/,Fiorentina,Catania,1,0,3,1,1
dSTOrpoi/,Catania,Fiorentina,0,1,3,1,1
dSudGjRL/,Stade de Reims,Stade Rennes,1,0,3,1,1
dSudGjRL/,Stade Rennes,Stade de Reims,0,1,3,1,1
dtBz3Cqk/,AC Ajaccio,Bordeaux,1,1,3,1,2
dtBz3Cqk/,Bordeaux,AC Ajaccio,1,1,3,2,1
dUz5OZZk/,Espanyol,Real Madrid,1,1,3,1,1
dUz5OZZk/,Real Madrid,Espanyol,1,1,3,1,1
dvGmUOg7/,Bayer Leverkusen,Mainz,1,0,3,2,1
dvGmUOg7/,Mainz,Bayer Leverkusen,0,1,3,1,2
dvRsRb80/,Lille,Brest,0,1,9,1,1
dvRsRb80/,Brest,Lille,1,0,9,1,1
dvxLqd5g/,West Brom,Manchester City,0,1,13,1,1
dvxLqd5g/,Manchester City,West Brom,1,0,13,1,1
dWufQcG2/,Lyon,Lille,0,1,14,1,1
dWufQcG2/,Lille,Lyon,1,0,14,1,1
dWwGaNeO/,Real Madrid,Barcelona,0,1,3,1,1
dWwGaNeO/,Barcelona,Real Madrid,1,0,3,1,1
dWXjNHB5/,Manchester City,Aston Villa,1,0,3,2,1
dWXjNHB5/,Aston Villa,Manchester City,0,1,3,1,2
dxVmS36p/,Fulham,Aston Villa,1,0,3,1,1
dxVmS36p/,Aston Villa,Fulham,0,1,3,1,1
dY66tYk1/,Montpellier,Lille,0,1,3,1,1
dY66tYk1/,Lille,Montpellier,1,0,3,1,1
dYxfNY1Q/,VfL Wolfsburg,Borussia Dortmund,1,1,3,1,2
dYxfNY1Q/,Borussia Dortmund,VfL Wolfsburg,1,1,10,1,1
dYxfNY1Q/,Borussia Dortmund,VfL Wolfsburg,1,1,3,2,1
dYxfNY1Q/,VfL Wolfsburg,Borussia Dortmund,1,1,10,1,1
dzKym0yO/,Lazio,Napoli,0,1,3,1,3
dzKym0yO/,Napoli,Lazio,1,0,3,3,1
dzQwDIV7/,West Ham,Manchester Utd,1,1,3,1,1
dzQwDIV7/,Manchester Utd,West Ham,1,1,3,1,1
E3dR8xc5/,Real Madrid,Deportivo La Coruna,1,0,3,2,1
E3dR8xc5/,Deportivo La Coruna,Real Madrid,0,1,3,1,2
E3ONKnML/,FC Augsburg,Werder Bremen,1,0,3,3,1
E3ONKnML/,FC Augsburg,Werder Bremen,1,0,14,1,1
E3ONKnML/,Werder Bremen,FC Augsburg,0,1,3,1,3
E3ONKnML/,Werder Bremen,FC Augsburg,0,1,14,1,1
E7pVcG0p/,Manchester Utd,Swansea,0,1,3,1,2
E7pVcG0p/,Swansea,Manchester Utd,1,0,3,2,1
E97s3RqC/,Bologna,Torino,1,0,3,2,1
E97s3RqC/,Torino,Bologna,0,1,3,1,2
E9mkOEnK/,Hannover 96,Bayer Leverkusen,0,1,11,1,1
E9mkOEnK/,Bayer Leverkusen,Hannover 96,1,0,11,1,1
Ea6FivN6/,Real Madrid,Barcelona,1,0,3,2,1
Ea6FivN6/,Barcelona,Real Madrid,0,1,3,1,2
EBUxdgEh/,Getafe,Deportivo La Coruna,1,0,3,1,1
EBUxdgEh/,Deportivo La Coruna,Getafe,0,1,3,1,1
Ec2SEcUt/,SC Freiburg,Hertha Berlin,1,1,3,1,1
Ec2SEcUt/,Hertha Berlin,SC Freiburg,1,1,3,1,1
Ec9OdNzN/,Granada,Real Sociedad,1,1,3,1,1
Ec9OdNzN/,Real Sociedad,Granada,1,1,3,1,1
Eckc7Ytd/,Manchester City,Sunderland,1,0,3,2,1
Eckc7Ytd/,Sunderland,Manchester City,0,1,3,1,2
EcKrP0kn/,St Etienne,Bordeaux,0,1,3,1,1
EcKrP0kn/,Bordeaux,St Etienne,1,0,3,1,1
EcPaPWRC/,Athletic Bilbao,Valencia,0,1,3,1,2
EcPaPWRC/,Valencia,Athletic Bilbao,1,0,3,2,1
EDiTFYYd/,VfL Wolfsburg,Bayer Leverkusen,0,1,3,1,1
EDiTFYYd/,Bayer Leverkusen,VfL Wolfsburg,1,0,3,1,1
Eejnz0OH/,TSG Hoffenheim,SC Freiburg,1,0,3,1,1
Eejnz0OH/,SC Freiburg,TSG Hoffenheim,0,1,3,1,1
EenPQPzs/,Real Sociedad,Athletic Bilbao,1,1,13,1,1
EenPQPzs/,Athletic Bilbao,Real Sociedad,1,1,13,1,1
EeUQZbBR/,AS Roma,Genoa,1,0,3,3,1
EeUQZbBR/,Genoa,AS Roma,0,1,3,1,3
EF4Pdlzo/,AS Monaco,Lille,1,1,3,1,1
EF4Pdlzo/,Lille,AS Monaco,1,1,3,1,1
EF8aC77c/,Levante,Rayo Vallecano,1,0,3,2,1
EF8aC77c/,Rayo Vallecano,Levante,0,1,3,1,2
EFf2DK3O/,Montpellier,Evian Thonon Gaillard,0,1,3,1,1
EFf2DK3O/,Evian Thonon Gaillard,Montpellier,1,0,3,1,1
EgjorKfe/,Bayer Leverkusen,Mainz,1,0,13,1,1
EgjorKfe/,Mainz,Bayer Leverkusen,0,1,13,1,1
EHgJth6L/,Udinese,Fiorentina,0,1,3,1,1
EHgJth6L/,Fiorentina,Udinese,1,0,3,1,1
EidD9R0r/,Cordoba,Real Madrid,0,1,14,1,1
EidD9R0r/,Real Madrid,Cordoba,1,0,14,1,1
EipwKHLJ/,Real Sociedad,Rayo Vallecano,0,1,9,1,1
EipwKHLJ/,Rayo Vallecano,Real Sociedad,1,0,9,1,1
EJfjO5hn/,Stade de Reims,Bastia,1,0,3,1,1
EJfjO5hn/,Bastia,Stade de Reims,0,1,3,1,1
EJlhWPM6/,Valencia,Real Madrid,1,1,3,1,1
EJlhWPM6/,Real Madrid,Valencia,1,1,3,1,1
EkaL6H1d/,Internazionale,Cagliari,0,1,3,1,4
EkaL6H1d/,Cagliari,Internazionale,1,0,3,4,1
ELmndPzq/,Paris Saint-Germain,Caen,1,1,3,1,1
ELmndPzq/,Caen,Paris Saint-Germain,1,1,3,1,1
EmAiGe69/,Hamburg SV,FC Augsburg,1,0,3,1,1
EmAiGe69/,FC Augsburg,Hamburg SV,0,1,13,1,1
EmAiGe69/,FC Augsburg,Hamburg SV,0,1,3,1,1
EmAiGe69/,Hamburg SV,FC Augsburg,1,0,13,1,1
ENCJYnmD/,Werder Bremen,Hamburg SV,0,1,3,1,1
ENCJYnmD/,Hamburg SV,Werder Bremen,1,0,3,1,1
EotSNy2N/,Novara,Chievo Verona,1,1,3,1,2
EotSNy2N/,Chievo Verona,Novara,1,1,3,2,1
Eq8sL8FH/,Juventus,Chievo Verona,1,0,3,2,1
Eq8sL8FH/,Chievo Verona,Juventus,0,1,3,1,2
EqO55ZC3/,Lens,Montpellier,1,1,3,2,1
EqO55ZC3/,Montpellier,Lens,1,1,3,1,2
EqvGSzKa/,Eintracht Frankfurt,Hamburg SV,1,0,3,1,1
EqvGSzKa/,Hamburg SV,Eintracht Frankfurt,0,1,3,1,1
ERgLVNCU/,Real Sociedad,Sporting Gijon,1,0,3,2,1
ERgLVNCU/,Sporting Gijon,Real Sociedad,0,1,3,1,2
EsNP5h5C/,Hertha Berlin,TSG Hoffenheim,1,1,15,1,1
EsNP5h5C/,TSG Hoffenheim,Hertha Berlin,1,1,15,1,1
ET10nDL7/,Rayo Vallecano,Barcelona,0,1,14,1,1
ET10nDL7/,Barcelona,Rayo Vallecano,1,0,14,1,1
EufkOD7A/,Udinese,Cagliari,1,1,3,1,1
EufkOD7A/,Cagliari,Udinese,1,1,3,1,1
EugKzI5I/,Hertha Berlin,Mainz,1,0,9,1,1
EugKzI5I/,Mainz,Hertha Berlin,0,1,9,1,1
EVCFgpht/,Cagliari,Sassuolo,0,1,13,1,1
EVCFgpht/,Sassuolo,Cagliari,1,0,13,1,1
EVofMJoj/,Real Madrid,Athletic Bilbao,1,0,3,1,1
EVofMJoj/,Athletic Bilbao,Real Madrid,0,1,3,1,1
EwPUarSF/,West Brom,Tottenham,1,1,3,1,2
EwPUarSF/,Tottenham,West Brom,1,1,3,2,1
EwuhXKPj/,Granada,Athletic Bilbao,0,1,15,1,1
EwuhXKPj/,Athletic Bilbao,Granada,1,0,15,1,1
EXFfAEGb/,Genoa,Chievo Verona,1,0,3,1,1
EXFfAEGb/,Chievo Verona,Genoa,0,1,3,1,1
EXsiLKV2/,Athletic Bilbao,Real Madrid,0,1,3,1,2
EXsiLKV2/,Real Madrid,Athletic Bilbao,1,0,3,2,1
Ey6MNaQq/,Burnley,West Ham,0,1,13,1,1
Ey6MNaQq/,West Ham,Burnley,1,0,13,1,1
f1yySHYD/,Palermo,Lazio,1,0,3,1,1
f1yySHYD/,Lazio,Palermo,0,1,3,1,1
f56hmYzQ/,SC Freiburg,Bayer Leverkusen,1,0,15,1,1
f56hmYzQ/,SC Freiburg,Bayer Leverkusen,1,0,3,1,1
f56hmYzQ/,Bayer Leverkusen,SC Freiburg,0,1,15,1,1
f56hmYzQ/,Bayer Leverkusen,SC Freiburg,0,1,3,1,1
f57mXzy8/,Barcelona,Athletic Bilbao,1,1,3,2,1
f57mXzy8/,Athletic Bilbao,Barcelona,1,1,3,1,2
f7aa4Ggq/,St Etienne,Montpellier,1,0,3,3,1
f7aa4Ggq/,Montpellier,St Etienne,0,1,3,1,3
f9hGF9c8/,Mainz,Hannover 96,1,1,3,1,1
f9hGF9c8/,Hannover 96,Mainz,1,1,3,1,1
f9vYW2YA/,Troyes,Lorient,0,1,13,1,2
f9vYW2YA/,Lorient,Troyes,1,0,13,2,1
fB9Ytmqi/,Bordeaux,Bastia,0,1,3,1,1
fB9Ytmqi/,Bastia,Bordeaux,1,0,3,1,1
fBAlsUhb/,Osasuna,Getafe,1,1,3,2,1
fBAlsUhb/,Getafe,Osasuna,1,1,3,1,2
fBMK2tl5/,Juventus,Udinese,1,0,3,1,1
fBMK2tl5/,Udinese,Juventus,0,1,3,1,1
fcB96bgK/,Lorient,Marseille,0,1,3,1,1
fcB96bgK/,Marseille,Lorient,1,0,3,1,1
fFcwuB3a/,Fiorentina,Genoa,1,0,14,1,1
fFcwuB3a/,Genoa,Fiorentina,0,1,3,1,1
fFcwuB3a/,Genoa,Fiorentina,0,1,14,1,1
fFcwuB3a/,Fiorentina,Genoa,1,0,3,1,1
fgaelE0M/,Lazio,Cesena,1,0,3,1,1
fgaelE0M/,Cesena,Lazio,0,1,3,1,1
fieQV7Ia/,Montpellier,Lorient,0,1,3,1,1
fieQV7Ia/,Lorient,Montpellier,1,0,3,1,1
fJXYBjhQ/,Metz,Evian Thonon Gaillard,0,1,3,1,1
fJXYBjhQ/,Evian Thonon Gaillard,Metz,1,0,3,1,1
fLN0n0XO/,Dijon FCO,Stade Rennes,0,1,13,1,1
fLN0n0XO/,Stade Rennes,Dijon FCO,1,0,13,1,1
fLs0ht6T/,SC Freiburg,Hamburg SV,0,1,3,1,1
fLs0ht6T/,Hamburg SV,SC Freiburg,1,0,3,1,1
fmFyGyxA/,Hannover 96,Hamburg SV,1,0,14,1,1
fmFyGyxA/,Hamburg SV,Hannover 96,0,1,14,1,1
fmLEnTQc/,Bayern Munich,Werder Bremen,1,0,3,2,1
fmLEnTQc/,Werder Bremen,Bayern Munich,0,1,3,1,2
fmX7UEl4/,Chelsea,Cardiff,1,0,3,1,1
fmX7UEl4/,Cardiff,Chelsea,0,1,3,1,1
fNktK08j/,Cagliari,Atalanta,1,0,3,2,1
fNktK08j/,Atalanta,Cagliari,0,1,3,1,2
fod3jEQI/,Catania,Torino,0,1,3,1,4
fod3jEQI/,Torino,Catania,1,0,3,4,1
fPvMGa1d/,Bastia,Marseille,0,1,15,1,1
fPvMGa1d/,Marseille,Bastia,1,0,15,1,1
fqmxe7GD/,SC Freiburg,VfB Stuttgart,0,1,3,1,2
fqmxe7GD/,VfB Stuttgart,SC Freiburg,1,0,3,2,1
fqnr3LH5/,AJ Auxerre,Marseille,1,1,3,1,2
fqnr3LH5/,Marseille,AJ Auxerre,1,1,3,2,1
fqswXzge/,Hertha Berlin,Werder Bremen,1,1,3,1,1
fqswXzge/,Hertha Berlin,Werder Bremen,1,1,13,1,1
fqswXzge/,Werder Bremen,Hertha Berlin,1,1,3,1,1
fqswXzge/,Werder Bremen,Hertha Berlin,1,1,13,1,1
fqsyGykT/,Levante,Almeria,1,1,14,1,1
fqsyGykT/,Levante,Almeria,1,1,15,1,1
fqsyGykT/,Almeria,Levante,1,1,14,1,1
fqsyGykT/,Almeria,Levante,1,1,15,1,1
fRavjKwT/,Lyon,Paris Saint-Germain,1,1,3,1,1
fRavjKwT/,Paris Saint-Germain,Lyon,1,1,3,1,1
fRP0JP0h/,Nurnberg,Werder Bremen,1,0,3,2,1
fRP0JP0h/,Werder Bremen,Nurnberg,0,1,3,1,2
fs847eri/,Metz,Lorient,0,1,3,1,1
fs847eri/,Lorient,Metz,1,0,3,1,1
fspOBXrq/,Atalanta,AS Roma,0,1,3,1,2
fspOBXrq/,AS Roma,Atalanta,1,0,3,2,1
fT3UXivf/,Montpellier,AC Ajaccio,1,0,3,2,1
fT3UXivf/,AC Ajaccio,Montpellier,0,1,3,1,2
fT4kk3Xr/,Bordeaux,Guingamp,1,0,13,1,1
fT4kk3Xr/,Guingamp,Bordeaux,0,1,13,1,1
fT8sjCJ7/,Espanyol,Osasuna,1,1,3,1,1
fT8sjCJ7/,Osasuna,Espanyol,1,1,3,1,1
fTSV0cIA/,Real Sociedad,Granada,1,1,14,1,1
fTSV0cIA/,Granada,Real Sociedad,1,1,14,1,1
fV5kZesr/,Stade Rennes,AS Nancy Lorraine,1,0,9,1,1
fV5kZesr/,AS Nancy Lorraine,Stade Rennes,0,1,9,1,1
fVBfrX2o/,Sevilla,Barcelona,0,1,3,1,1
fVBfrX2o/,Barcelona,Sevilla,1,0,3,1,1
fw6No5Mg/,Real Betis,Rayo Vallecano,0,1,3,1,1
fw6No5Mg/,Rayo Vallecano,Real Betis,1,0,3,1,1
fwYHT1dQ/,VfB Stuttgart,TSV Eintracht Braunschweig,1,1,13,1,1
fwYHT1dQ/,TSV Eintracht Braunschweig,VfB Stuttgart,1,1,13,1,1
fX4tLHzR/,Real Madrid,Deportivo La Coruna,1,0,3,1,1
fX4tLHzR/,Deportivo La Coruna,Real Madrid,0,1,3,1,1
fXOM5tNl/,Stoke City,Arsenal,1,0,3,1,1
fXOM5tNl/,Arsenal,Stoke City,0,1,3,1,1
fXQoYiDm/,AS Nancy Lorraine,Lille,1,1,15,2,1
fXQoYiDm/,Lille,AS Nancy Lorraine,1,1,15,1,2
fZ3zoHl3/,Marseille,Paris Saint-Germain,0,1,3,1,1
fZ3zoHl3/,Paris Saint-Germain,Marseille,1,0,3,1,1
fZs6C3MR/,Nurnberg,SC Freiburg,0,1,14,1,1
fZs6C3MR/,SC Freiburg,Nurnberg,1,0,14,1,1
G23pEF6M/,Mainz,VfL Wolfsburg,1,1,3,1,1
G23pEF6M/,VfL Wolfsburg,Mainz,1,1,3,1,1
G28y34sh/,Malaga,Granada,0,1,13,1,1
G28y34sh/,Granada,Malaga,1,0,13,1,1
G29Np7eA/,Borussia Dortmund,Bayer Leverkusen,1,1,3,1,1
G29Np7eA/,Bayer Leverkusen,Borussia Dortmund,1,1,3,1,1
G6sHSp8a/,Torino,AS Roma,0,1,9,1,1
G6sHSp8a/,AS Roma,Torino,1,0,9,1,1
G6sZvclJ/,Internazionale,Atalanta,1,0,3,1,1
G6sZvclJ/,Atalanta,Internazionale,0,1,3,1,1
G8FebSbA/,Cagliari,AS Roma,1,0,3,2,2
G8FebSbA/,AS Roma,Cagliari,0,1,3,2,2
Gbg7UW8T/,Hannover 96,VfB Stuttgart,1,1,3,1,1
Gbg7UW8T/,VfB Stuttgart,Hannover 96,1,1,3,1,1
GbqjdJ1M/,Stade Rennes,Lorient,1,1,3,1,1
GbqjdJ1M/,Lorient,Stade Rennes,1,1,3,1,1
GCOe4APs/,Parma,AC Milan,1,0,14,1,1
GCOe4APs/,AC Milan,Parma,0,1,14,1,1
GE63TKu2/,Borussia Dortmund,SC Freiburg,1,0,3,3,1
GE63TKu2/,SC Freiburg,Borussia Dortmund,0,1,3,1,3
GEios2E8/,Bastia,Lyon,1,0,3,3,1
GEios2E8/,Lyon,Bastia,0,1,3,1,3
GEqBAMkl/,Hannover 96,FC Augsburg,1,1,3,1,1
GEqBAMkl/,FC Augsburg,Hannover 96,1,1,3,1,1
GEqvX7A2/,Manchester Utd,Cardiff,1,1,3,1,2
GEqvX7A2/,Cardiff,Manchester Utd,1,1,3,2,1
GEqZEDqA/,Celta Vigo,Barcelona,1,1,3,2,1
GEqZEDqA/,Barcelona,Celta Vigo,1,1,3,1,2
Gfe30tuN/,Empoli,AC Milan,1,1,3,1,1
Gfe30tuN/,AC Milan,Empoli,1,1,3,1,1
GfG3SPxI/,Werder Bremen,Hertha Berlin,1,0,3,1,1
GfG3SPxI/,Hertha Berlin,Werder Bremen,0,1,3,1,1
GfHYFLvA/,AS Roma,Parma,1,0,3,1,1
GfHYFLvA/,Parma,AS Roma,0,1,3,1,1
GfpPRT5Q/,St Etienne,AS Nancy Lorraine,0,1,3,1,2
GfpPRT5Q/,AS Nancy Lorraine,St Etienne,1,0,3,2,1
GhrZXGwk/,Hannover 96,Schalke 04,1,0,3,1,1
GhrZXGwk/,Schalke 04,Hannover 96,0,1,3,1,1
GKm8LRrf/,AJ Auxerre,Montpellier,0,1,3,1,1
GKm8LRrf/,Montpellier,AJ Auxerre,1,0,3,1,1
Gl7C8BUO/,Dijon FCO,Evian Thonon Gaillard,1,0,3,2,1
Gl7C8BUO/,Evian Thonon Gaillard,Dijon FCO,0,1,3,1,2
GlhLaJaO/,Sevilla,Osasuna,1,0,3,1,1
GlhLaJaO/,Osasuna,Sevilla,0,1,3,1,1
GnDV3Ki1/,Newcastle,Arsenal,0,1,3,1,1
GnDV3Ki1/,Arsenal,Newcastle,1,0,3,1,1
GnHmIll0/,St Etienne,Lille,0,1,3,1,2
GnHmIll0/,Lille,St Etienne,1,0,3,2,1
GOCHkuO4/,Werder Bremen,VfB Stuttgart,1,0,11,1,1
GOCHkuO4/,VfB Stuttgart,Werder Bremen,0,1,11,1,1
GpQSjOCF/,Valenciennes,Sochaux,1,0,3,1,1
GpQSjOCF/,Sochaux,Valenciennes,0,1,3,1,1
GpRverMA/,Schalke 04,Kaiserslautern,0,1,14,1,1
GpRverMA/,Kaiserslautern,Schalke 04,1,0,14,1,1
GQ3bSfzJ/,Southampton,Crystal Palace,1,0,3,2,1
GQ3bSfzJ/,Crystal Palace,Southampton,0,1,3,1,2
GrsYIPYd/,Montpellier,AS Monaco,1,1,3,1,1
GrsYIPYd/,AS Monaco,Montpellier,1,1,3,1,1
Grya2I7A/,Hannover 96,Nurnberg,1,1,3,2,1
Grya2I7A/,Nurnberg,Hannover 96,1,1,3,1,2
GSQ37b6R/,Real Valladolid,Rayo Vallecano,1,0,9,1,1
GSQ37b6R/,Rayo Vallecano,Real Valladolid,0,1,9,1,1
GtE9H3V4/,SpVgg Greuther Furth,FC Augsburg,0,1,3,1,1
GtE9H3V4/,FC Augsburg,SpVgg Greuther Furth,1,0,3,1,1
GtTjULIu/,Genoa,Napoli,0,1,15,1,2
GtTjULIu/,Napoli,Genoa,1,0,15,2,1
GUBMPW0n/,Palermo,Atalanta,0,1,3,1,1
GUBMPW0n/,Atalanta,Palermo,1,0,3,1,1
GUq0rnM1/,Liverpool,Everton,1,1,3,1,2
GUq0rnM1/,Everton,Liverpool,1,1,3,2,1
GvLDJnam/,Toulouse,Troyes,1,1,13,1,1
GvLDJnam/,Troyes,Toulouse,1,1,13,1,1
Gx2fUlQK/,Torino,Chievo Verona,1,0,3,3,1
Gx2fUlQK/,Chievo Verona,Torino,0,1,3,1,3
GxfUbHaC/,Stoke City,Swansea,1,1,3,1,1
GxfUbHaC/,Swansea,Stoke City,1,1,3,1,1
GxfVeJKs/,Rayo Vallecano,Athletic Bilbao,1,0,3,1,1
GxfVeJKs/,Athletic Bilbao,Rayo Vallecano,0,1,3,1,1
GxLdcda6/,FC Augsburg,Bayern Munich,0,1,12,1,1
GxLdcda6/,Bayern Munich,FC Augsburg,1,0,12,1,1
GxZZiBJm/,Siena,Atalanta,1,1,14,1,1
GxZZiBJm/,Atalanta,Siena,1,1,14,1,1
GYuIHunj/,Montpellier,Brest,1,0,15,1,1
GYuIHunj/,Brest,Montpellier,0,1,15,1,1
GzaFDK12/,Fiorentina,Genoa,1,1,14,1,1
GzaFDK12/,Genoa,Fiorentina,1,1,3,1,1
GzaFDK12/,Genoa,Fiorentina,1,1,14,1,1
GzaFDK12/,Fiorentina,Genoa,1,1,3,1,1
h2k62uyB/,Napoli,Udinese,1,1,3,2,2
h2k62uyB/,Udinese,Napoli,1,1,3,2,2
h4nD3eqA/,Sampdoria,Napoli,0,1,15,1,1
h4nD3eqA/,Napoli,Sampdoria,1,0,15,1,1
h4OfoKXB/,VfL Wolfsburg,Bayer Leverkusen,1,1,3,1,1
h4OfoKXB/,Bayer Leverkusen,VfL Wolfsburg,1,1,3,1,1
h8xCZV7A/,Valencia,Getafe,1,0,3,3,1
h8xCZV7A/,Getafe,Valencia,0,1,3,1,3
hb94KiSi/,St Etienne,Sochaux,1,0,3,2,1
hb94KiSi/,Sochaux,St Etienne,0,1,3,1,2
hCd5H658/,Levante,Real Madrid,0,1,3,1,4
hCd5H658/,Real Madrid,Levante,1,0,3,4,1
hEoZiGr4/,Stade de Reims,Guingamp,0,1,3,1,3
hEoZiGr4/,Guingamp,Stade de Reims,1,0,3,3,1
hEZyIr38/,Torino,Siena,1,0,13,1,1
hEZyIr38/,Siena,Torino,0,1,3,1,1
hEZyIr38/,Siena,Torino,0,1,13,1,1
hEZyIr38/,Torino,Siena,1,0,3,1,1
hfjEJSP2/,SC Freiburg,Hertha Berlin,1,0,3,1,1
hfjEJSP2/,Hertha Berlin,SC Freiburg,0,1,3,1,1
hfu4KSEn/,Juventus,Hellas Verona,1,1,3,1,2
hfu4KSEn/,Hellas Verona,Juventus,1,1,3,2,1
hGGXwUcC/,VfL Wolfsburg,Schalke 04,0,1,3,1,2
hGGXwUcC/,Schalke 04,VfL Wolfsburg,1,0,3,2,1
hGvakK7L/,Valenciennes,Stade Rennes,1,0,3,1,1
hGvakK7L/,Stade Rennes,Valenciennes,0,1,3,1,1
hKjLbkHl/,Bayer Leverkusen,Hamburg SV,1,0,3,1,2
hKjLbkHl/,Hamburg SV,Bayer Leverkusen,0,1,15,1,1
hKjLbkHl/,Hamburg SV,Bayer Leverkusen,0,1,3,2,1
hKjLbkHl/,Bayer Leverkusen,Hamburg SV,1,0,15,1,1
hKSEA7Xc/,Schalke 04,Borussia Monchengladbach,0,1,14,1,1
hKSEA7Xc/,Borussia Monchengladbach,Schalke 04,1,0,14,1,1
hKshKYO9/,SC Freiburg,VfB Stuttgart,0,1,3,1,2
hKshKYO9/,VfB Stuttgart,SC Freiburg,1,0,3,2,1
hKSSkB1P/,Torino,Parma,0,1,3,1,2
hKSSkB1P/,Parma,Torino,1,0,3,2,1
hl4vDleR/,Everton,Chelsea,0,1,3,3,2
hl4vDleR/,Chelsea,Everton,1,0,3,2,3
hlTaxWDF/,Atletico Madrid,Real Betis,1,1,3,1,2
hlTaxWDF/,Real Betis,Atletico Madrid,1,1,3,2,1
hM78Ncen/,Werder Bremen,FC Augsburg,1,0,3,1,2
hM78Ncen/,FC Augsburg,Werder Bremen,0,1,3,2,1
hMelbJXA/,Stade de Reims,AC Ajaccio,0,1,13,1,1
hMelbJXA/,AC Ajaccio,Stade de Reims,1,0,13,1,1
hMJtd8Wr/,Eibar,Cordoba,1,1,3,1,1
hMJtd8Wr/,Cordoba,Eibar,1,1,3,1,1
hn08ySE6/,Palermo,Chievo Verona,1,1,3,2,3
hn08ySE6/,Chievo Verona,Palermo,1,1,14,1,1
hn08ySE6/,Chievo Verona,Palermo,1,1,3,3,2
hn08ySE6/,Palermo,Chievo Verona,1,1,14,1,1
hnQ36Olt/,Napoli,Genoa,0,1,3,2,1
hnQ36Olt/,Genoa,Napoli,1,0,3,1,2
hnuUtuXL/,West Brom,Manchester Utd,1,1,15,1,1
hnuUtuXL/,Manchester Utd,West Brom,1,1,15,1,1
hOdYo6M4/,Villarreal,Barcelona,0,1,3,2,1
hOdYo6M4/,Barcelona,Villarreal,1,0,3,1,2
hOtoeiLE/,Bologna,AC Milan,0,1,14,1,1
hOtoeiLE/,AC Milan,Bologna,1,0,14,1,1
hSeVFgJA/,Werder Bremen,Borussia Monchengladbach,1,1,3,1,1
hSeVFgJA/,Borussia Monchengladbach,Werder Bremen,1,1,3,1,1
htKY3RGn/,VfB Stuttgart,Werder Bremen,1,0,3,2,1
htKY3RGn/,Werder Bremen,VfB Stuttgart,0,1,3,1,2
htXQ7G80/,Werder Bremen,SC Freiburg,1,1,3,1,1
htXQ7G80/,SC Freiburg,Werder Bremen,1,1,3,1,1
hUovVMCN/,Real Sociedad,Real Betis,1,0,3,3,1
hUovVMCN/,Real Betis,Real Sociedad,0,1,3,1,3
hv9eFFLF/,Bayer Leverkusen,FC Cologne,1,1,3,1,1
hv9eFFLF/,FC Cologne,Bayer Leverkusen,1,1,3,1,1
hvccPEon/,Nice,Guingamp,1,0,3,5,2
hvccPEon/,Guingamp,Nice,0,1,3,2,5
hvLTmQdC/,Athletic Bilbao,Celta Vigo,1,0,13,1,1
hvLTmQdC/,Celta Vigo,Athletic Bilbao,0,1,13,1,1
hWn7JZNC/,Southampton,Norwich City,1,0,3,4,1
hWn7JZNC/,Norwich City,Southampton,0,1,3,1,4
hxCw7t6b/,Celta Vigo,Athletic Bilbao,0,1,3,2,3
hxCw7t6b/,Athletic Bilbao,Celta Vigo,1,0,3,3,2
hxvELI1I/,Valencia,Levante,1,1,3,1,1
hxvELI1I/,Levante,Valencia,1,1,3,1,1
hYaeSuIS/,Arsenal,Hull,1,1,3,1,2
hYaeSuIS/,Hull,Arsenal,1,1,3,2,1
hz7oKSUN/,Genoa,Lazio,1,0,3,2,1
hz7oKSUN/,Lazio,Genoa,0,1,3,1,2
I75rsrO8/,Valencia,Granada,1,0,3,1,1
I75rsrO8/,Granada,Valencia,0,1,3,1,1
I7BeELy2/,Real Valladolid,Barcelona,0,1,13,1,1
I7BeELy2/,Barcelona,Real Valladolid,1,0,13,1,1
I7LWlDhD/,Hannover 96,SC Freiburg,1,0,3,1,1
I7LWlDhD/,SC Freiburg,Hannover 96,0,1,3,1,1
IaYkZM0K/,Paris Saint-Germain,AS Nancy Lorraine,0,1,3,1,1
IaYkZM0K/,AS Nancy Lorraine,Paris Saint-Germain,1,0,3,1,1
Ic6pOP69/,Metz,Caen,1,0,3,1,1
Ic6pOP69/,Caen,Metz,0,1,3,1,1
IcOKtWDg/,Bayern Munich,VfB Stuttgart,1,0,3,2,1
IcOKtWDg/,VfB Stuttgart,Bayern Munich,0,1,3,1,2
ID6Y7MZf/,St Etienne,Marseille,1,1,13,1,1
